moment,station,clouds,description,humidity,pressure,temperature,wind,bikes_in_use
2016-04-01 00:54:03,place-esquirol,90,light rain,87,1017.0,6.58,7.7,0
2016-04-01 00:54:43,place-des-carmes,90,light rain,87,1017.0,6.58,7.7,0
2016-04-01 01:01:15,metro-canal-du-midi,90,light rain,87,1017.0,6.58,7.7,2
2016-04-01 01:02:18,place-jeanne-darc,90,light rain,87,1017.0,6.58,7.7,10
2016-04-01 01:02:20,place-jeanne-darc,90,light rain,87,1017.0,6.58,7.7,9
2016-04-01 01:02:29,pomme,90,light rain,87,1017.0,6.58,7.7,3
2016-04-01 01:04:07,place-esquirol,90,light rain,87,1017.0,6.58,7.7,0
2016-04-01 01:04:47,place-des-carmes,90,light rain,87,1017.0,6.58,7.7,0
2016-04-01 01:08:12,pomme,90,light rain,87,1017.0,6.58,7.7,3
2016-04-01 01:08:55,pomme,90,light rain,87,1017.0,6.58,7.7,3
2016-04-01 01:09:08,place-esquirol,90,light rain,87,1017.0,6.58,7.7,0
2016-04-01 01:09:20,place-esquirol,90,light rain,87,1017.0,6.6,7.7,0
2016-04-01 01:09:57,pomme,90,light rain,87,1017.0,6.6,7.7,3
2016-04-01 01:11:16,pomme,90,light rain,87,1017.0,6.6,7.7,2
2016-04-01 01:11:18,metro-canal-du-midi,90,light rain,87,1017.0,6.6,7.7,2
2016-04-01 01:12:24,place-jeanne-darc,90,light rain,87,1017.0,6.6,7.7,9
2016-04-01 01:13:42,place-jeanne-darc,90,light rain,87,1017.0,6.6,7.7,10
2016-04-01 01:13:44,place-des-carmes,90,light rain,87,1017.0,6.6,7.7,1
2016-04-01 01:16:37,metro-canal-du-midi,90,light rain,87,1017.0,6.6,7.7,3
2016-04-01 01:19:23,place-esquirol,90,light rain,87,1017.0,6.6,7.7,0
2016-04-01 01:21:18,pomme,90,light rain,87,1017.0,6.6,7.7,2
2016-04-01 01:22:49,pomme,90,light rain,87,1017.0,6.6,7.7,2
2016-04-01 01:23:46,place-jeanne-darc,90,light rain,87,1017.0,6.6,7.7,10
2016-04-01 01:23:48,place-des-carmes,90,light rain,87,1017.0,6.6,7.7,1
2016-04-01 01:26:41,metro-canal-du-midi,90,light rain,87,1017.0,6.6,7.7,3
2016-04-01 01:28:20,place-esquirol,90,light rain,87,1017.0,6.6,7.7,0
2016-04-01 01:28:48,place-des-carmes,90,light rain,87,1017.0,6.6,7.7,1
2016-04-01 01:29:30,place-des-carmes,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:31:47,place-des-carmes,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:32:37,place-esquirol,90,light rain,87,1018.0,6.59,5.7,1
2016-04-01 01:32:52,pomme,90,light rain,87,1018.0,6.59,5.7,1
2016-04-01 01:33:50,place-jeanne-darc,90,light rain,87,1018.0,6.59,5.7,10
2016-04-01 01:36:19,place-esquirol,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:36:44,metro-canal-du-midi,90,light rain,87,1018.0,6.59,5.7,3
2016-04-01 01:36:56,place-esquirol,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:37:47,place-esquirol,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:38:44,place-esquirol,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:39:53,place-des-carmes,90,light rain,87,1018.0,6.59,5.7,1
2016-04-01 01:42:56,pomme,90,light rain,87,1018.0,6.59,5.7,1
2016-04-01 01:43:53,place-jeanne-darc,90,light rain,87,1018.0,6.59,5.7,10
2016-04-01 01:46:48,metro-canal-du-midi,90,light rain,87,1018.0,6.59,5.7,3
2016-04-01 01:48:48,place-esquirol,90,light rain,87,1018.0,6.59,5.7,0
2016-04-01 01:49:19,place-des-carmes,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:50:15,place-esquirol,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:52:59,pomme,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 01:53:57,place-jeanne-darc,90,light rain,87,1018.0,6.58,5.7,10
2016-04-01 01:54:44,pomme,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 01:56:05,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:56:43,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:56:52,metro-canal-du-midi,90,light rain,87,1018.0,6.58,5.7,3
2016-04-01 01:57:42,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:58:49,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 01:59:22,place-des-carmes,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:00:16,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:00:18,place-esquirol,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:00:24,pomme,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:04:01,place-jeanne-darc,90,light rain,87,1018.0,6.58,5.7,10
2016-04-01 02:05:40,place-esquirol,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 02:06:55,metro-canal-du-midi,90,light rain,87,1018.0,6.58,5.7,3
2016-04-01 02:06:56,place-esquirol,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 02:07:59,place-esquirol,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 02:09:26,place-des-carmes,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:10:16,place-esquirol,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 02:10:28,pomme,90,light rain,87,1018.0,6.58,5.7,1
2016-04-01 02:11:15,place-esquirol,90,light rain,87,1018.0,6.58,5.7,0
2016-04-01 02:14:04,place-jeanne-darc,90,light rain,87,1018.0,6.55,5.7,10
2016-04-01 02:16:59,metro-canal-du-midi,90,light rain,87,1018.0,6.55,5.7,3
2016-04-01 02:17:48,place-jeanne-darc,90,light rain,87,1018.0,6.55,5.7,11
2016-04-01 02:19:30,place-des-carmes,90,light rain,87,1018.0,6.55,5.7,0
2016-04-01 02:20:32,pomme,90,light rain,87,1018.0,6.55,5.7,1
2016-04-01 02:21:19,place-esquirol,90,light rain,87,1018.0,6.55,5.7,0
2016-04-01 02:21:34,place-jeanne-darc,90,light rain,87,1018.0,6.55,5.7,12
2016-04-01 02:27:03,metro-canal-du-midi,90,light rain,87,1018.0,6.55,5.7,3
2016-04-01 02:28:06,place-esquirol,90,light rain,87,1018.0,6.55,5.7,0
2016-04-01 02:29:34,place-des-carmes,90,light rain,87,1018.0,6.55,5.7,0
2016-04-01 02:30:35,pomme,90,light rain,87,1018.0,6.55,5.7,1
2016-04-01 02:31:38,place-jeanne-darc,90,light rain,87,1018.0,6.55,5.7,12
2016-04-01 02:31:46,place-des-carmes,90,light rain,87,1018.0,6.55,5.7,1
2016-04-01 02:33:20,place-esquirol,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:34:13,place-esquirol,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:37:07,metro-canal-du-midi,90,light rain,87,1018.0,6.53,5.1,3
2016-04-01 02:40:39,pomme,90,light rain,87,1018.0,6.53,5.1,1
2016-04-01 02:40:49,place-esquirol,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:41:07,place-des-carmes,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:41:41,place-jeanne-darc,90,light rain,87,1018.0,6.53,5.1,12
2016-04-01 02:47:10,metro-canal-du-midi,90,light rain,87,1018.0,6.53,5.1,3
2016-04-01 02:50:53,place-esquirol,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:50:53,pomme,90,light rain,87,1018.0,6.53,5.1,1
2016-04-01 02:51:10,place-des-carmes,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:51:26,place-esquirol,90,light rain,87,1018.0,6.53,5.1,1
2016-04-01 02:51:30,pomme,90,light rain,87,1018.0,6.53,5.1,0
2016-04-01 02:51:45,place-jeanne-darc,90,light rain,87,1018.0,6.53,5.1,12
2016-04-01 02:53:09,place-esquirol,92,light rain,87,1018.0,6.53,4.6,1
2016-04-01 02:54:42,place-esquirol,92,light rain,87,1018.0,6.53,4.6,1
2016-04-01 02:56:04,place-esquirol,92,light rain,87,1018.0,6.53,4.6,1
2016-04-01 02:57:10,place-esquirol,92,light rain,87,1018.0,6.53,4.6,1
2016-04-01 02:57:14,metro-canal-du-midi,92,light rain,87,1018.0,6.53,4.6,3
2016-04-01 02:57:45,place-esquirol,92,light rain,87,1018.0,6.53,4.6,0
2016-04-01 03:00:17,place-esquirol,92,light rain,87,1018.0,6.53,4.6,0
2016-04-01 03:01:14,place-des-carmes,92,light rain,87,1018.0,6.53,4.6,0
2016-04-01 03:01:33,pomme,92,light rain,87,1018.0,6.53,4.6,0
2016-04-01 03:01:49,place-jeanne-darc,92,light rain,87,1018.0,6.53,4.6,12
2016-04-01 03:07:18,metro-canal-du-midi,92,light rain,87,1018.0,6.54,4.6,3
2016-04-01 03:10:20,place-esquirol,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:11:18,place-des-carmes,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:11:37,pomme,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:11:52,place-jeanne-darc,92,light rain,87,1018.0,6.54,4.6,12
2016-04-01 03:14:07,place-esquirol,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:17:21,metro-canal-du-midi,92,light rain,87,1018.0,6.54,4.6,3
2016-04-01 03:18:00,place-esquirol,92,light rain,87,1018.0,6.54,4.6,1
2016-04-01 03:21:22,place-des-carmes,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:21:41,pomme,92,light rain,87,1018.0,6.54,4.6,0
2016-04-01 03:21:56,place-jeanne-darc,92,light rain,87,1018.0,6.54,4.6,12
2016-04-01 03:26:14,place-esquirol,92,light rain,93,1018.0,6.46,5.1,1
2016-04-01 03:26:53,place-esquirol,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:27:25,metro-canal-du-midi,92,light rain,93,1018.0,6.46,5.1,3
2016-04-01 03:31:25,place-des-carmes,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:31:44,pomme,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:32:00,place-jeanne-darc,92,light rain,93,1018.0,6.46,5.1,12
2016-04-01 03:36:56,place-esquirol,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:37:29,metro-canal-du-midi,92,light rain,93,1018.0,6.46,5.1,3
2016-04-01 03:37:46,place-esquirol,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:41:29,place-des-carmes,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:41:48,pomme,92,light rain,93,1018.0,6.46,5.1,0
2016-04-01 03:42:04,place-jeanne-darc,92,light rain,93,1018.0,6.46,5.1,12
2016-04-01 03:47:33,metro-canal-du-midi,75,light rain,87,1018.0,6.39,5.1,3
2016-04-01 03:47:49,place-esquirol,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 03:51:33,place-des-carmes,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 03:51:52,pomme,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 03:52:07,place-jeanne-darc,75,light rain,87,1018.0,6.39,5.1,12
2016-04-01 03:57:36,metro-canal-du-midi,75,light rain,87,1018.0,6.39,5.1,3
2016-04-01 03:57:53,place-esquirol,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 04:01:37,place-des-carmes,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 04:02:11,place-jeanne-darc,75,light rain,87,1018.0,6.39,5.1,12
2016-04-01 04:02:16,pomme,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 04:03:12,place-esquirol,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 04:03:26,place-esquirol,75,light rain,87,1018.0,6.39,5.1,0
2016-04-01 04:04:14,place-jeanne-darc,75,light rain,87,1018.0,6.39,5.1,12
2016-04-01 04:06:53,place-esquirol,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:07:00,place-jeanne-darc,75,light rain,87,1018.0,6.4,5.1,12
2016-04-01 04:07:19,pomme,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:07:21,pomme,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:07:23,place-esquirol,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:07:40,metro-canal-du-midi,75,light rain,87,1018.0,6.4,5.1,3
2016-04-01 04:11:40,place-des-carmes,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:15:17,place-des-carmes,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:16:04,place-esquirol,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:16:14,metro-canal-du-midi,75,light rain,87,1018.0,6.4,5.1,3
2016-04-01 04:17:04,place-jeanne-darc,75,light rain,87,1018.0,6.4,5.1,12
2016-04-01 04:17:25,pomme,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:18:14,metro-canal-du-midi,75,light rain,87,1018.0,6.4,5.1,3
2016-04-01 04:18:35,place-des-carmes,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:26:07,place-esquirol,75,light rain,87,1018.0,6.4,5.1,0
2016-04-01 04:27:08,place-jeanne-darc,90,light rain,87,1018.0,6.34,5.1,12
2016-04-01 04:27:28,pomme,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:28:09,place-esquirol,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:28:17,metro-canal-du-midi,90,light rain,87,1018.0,6.34,5.1,3
2016-04-01 04:28:38,place-des-carmes,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:36:15,place-esquirol,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:37:12,place-jeanne-darc,90,light rain,87,1018.0,6.34,5.1,12
2016-04-01 04:37:32,pomme,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:38:20,metro-canal-du-midi,90,light rain,87,1018.0,6.34,5.1,3
2016-04-01 04:38:42,place-des-carmes,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:40:10,pomme,90,light rain,87,1018.0,6.34,5.1,1
2016-04-01 04:44:34,place-jeanne-darc,90,light rain,87,1018.0,6.34,5.1,13
2016-04-01 04:46:18,place-esquirol,90,light rain,87,1018.0,6.34,5.1,0
2016-04-01 04:48:23,metro-canal-du-midi,90,light rain,87,1018.0,6.33,5.7,3
2016-04-01 04:48:46,place-des-carmes,90,light rain,87,1018.0,6.33,5.7,0
2016-04-01 04:50:15,pomme,90,light rain,87,1018.0,6.33,5.7,1
2016-04-01 04:54:37,place-jeanne-darc,90,light rain,87,1018.0,6.33,5.7,13
2016-04-01 04:56:22,place-esquirol,90,light rain,87,1018.0,6.33,5.7,0
2016-04-01 04:58:27,metro-canal-du-midi,90,light rain,87,1018.0,6.33,5.7,3
2016-04-01 04:58:50,place-des-carmes,90,light rain,87,1018.0,6.33,5.7,0
2016-04-01 04:59:20,place-jeanne-darc,90,light rain,87,1018.0,6.33,5.7,13
2016-04-01 04:59:22,place-jeanne-darc,90,light rain,87,1018.0,6.33,5.7,12
2016-04-01 05:00:18,pomme,90,light rain,87,1018.0,6.33,5.7,1
2016-04-01 05:06:26,place-esquirol,90,light rain,87,1018.0,6.33,5.7,0
2016-04-01 05:08:31,metro-canal-du-midi,90,light rain,87,1018.0,6.33,5.7,3
2016-04-01 05:08:53,place-des-carmes,90,light rain,87,1018.0,6.33,5.7,0
2016-04-01 05:09:26,place-jeanne-darc,90,light rain,87,1018.0,6.38,5.7,12
2016-04-01 05:10:22,pomme,90,light rain,87,1018.0,6.38,5.7,1
2016-04-01 05:16:30,place-esquirol,90,light rain,87,1018.0,6.38,5.7,0
2016-04-01 05:18:35,metro-canal-du-midi,90,light rain,87,1018.0,6.38,5.7,3
2016-04-01 05:18:57,place-des-carmes,90,light rain,87,1018.0,6.38,5.7,0
2016-04-01 05:19:29,place-jeanne-darc,90,light rain,87,1018.0,6.38,5.7,12
2016-04-01 05:20:26,pomme,90,light rain,87,1018.0,6.38,5.7,1
2016-04-01 05:26:34,place-esquirol,90,light rain,87,1018.0,6.38,5.7,0
2016-04-01 05:28:39,metro-canal-du-midi,90,light rain,87,1018.0,6.38,5.7,3
2016-04-01 05:29:01,place-des-carmes,90,light rain,87,1018.0,6.38,5.7,0
2016-04-01 05:29:33,place-jeanne-darc,90,overcast clouds,87,1018.0,6.35,5.1,12
2016-04-01 05:30:30,pomme,90,overcast clouds,87,1018.0,6.35,5.1,1
2016-04-01 05:34:10,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.35,5.1,4
2016-04-01 05:36:37,place-esquirol,90,overcast clouds,87,1018.0,6.35,5.1,0
2016-04-01 05:39:05,place-des-carmes,90,overcast clouds,87,1018.0,6.35,5.1,0
2016-04-01 05:39:37,place-jeanne-darc,90,overcast clouds,87,1018.0,6.35,5.1,12
2016-04-01 05:40:34,pomme,90,overcast clouds,87,1018.0,6.35,5.1,1
2016-04-01 05:41:30,pomme,90,overcast clouds,87,1018.0,6.35,5.1,2
2016-04-01 05:44:12,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.35,5.1,4
2016-04-01 05:44:56,pomme,90,overcast clouds,87,1018.0,6.35,5.1,3
2016-04-01 05:46:41,place-esquirol,90,overcast clouds,87,1018.0,6.35,5.1,0
2016-04-01 05:49:09,place-des-carmes,90,overcast clouds,87,1018.0,6.35,5.1,0
2016-04-01 05:49:41,place-jeanne-darc,90,overcast clouds,87,1018.0,6.43,5.7,12
2016-04-01 05:54:15,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.43,5.7,4
2016-04-01 05:55:00,pomme,90,overcast clouds,87,1018.0,6.43,5.7,3
2016-04-01 05:56:45,place-esquirol,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 05:59:12,place-des-carmes,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 05:59:44,place-jeanne-darc,90,overcast clouds,87,1018.0,6.43,5.7,12
2016-04-01 06:04:18,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.43,5.7,4
2016-04-01 06:05:04,pomme,90,overcast clouds,87,1018.0,6.43,5.7,3
2016-04-01 06:06:49,place-esquirol,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 06:09:16,place-des-carmes,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 06:09:48,place-jeanne-darc,90,overcast clouds,87,1018.0,6.43,5.7,12
2016-04-01 06:14:21,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.43,5.7,4
2016-04-01 06:15:07,pomme,90,overcast clouds,87,1018.0,6.43,5.7,3
2016-04-01 06:16:52,place-esquirol,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 06:19:20,place-des-carmes,90,overcast clouds,87,1018.0,6.43,5.7,0
2016-04-01 06:19:51,place-jeanne-darc,90,overcast clouds,87,1018.0,6.47,5.1,12
2016-04-01 06:21:24,place-esquirol,90,overcast clouds,87,1018.0,6.47,5.1,1
2016-04-01 06:24:18,pomme,90,overcast clouds,87,1018.0,6.47,5.1,3
2016-04-01 06:24:25,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.47,5.1,4
2016-04-01 06:27:09,place-esquirol,90,overcast clouds,87,1018.0,6.47,5.1,2
2016-04-01 06:29:24,place-des-carmes,90,overcast clouds,87,1018.0,6.47,5.1,0
2016-04-01 06:29:55,place-jeanne-darc,90,overcast clouds,87,1018.0,6.47,5.1,12
2016-04-01 06:34:21,pomme,90,overcast clouds,87,1018.0,6.47,5.1,2
2016-04-01 06:34:28,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.47,5.1,4
2016-04-01 06:37:13,place-esquirol,90,overcast clouds,87,1018.0,6.47,5.1,2
2016-04-01 06:39:28,place-des-carmes,90,overcast clouds,87,1018.0,6.47,5.1,0
2016-04-01 06:39:59,place-jeanne-darc,90,overcast clouds,87,1018.0,6.47,5.1,12
2016-04-01 06:44:25,pomme,90,overcast clouds,87,1018.0,6.47,5.1,2
2016-04-01 06:44:32,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.47,5.1,4
2016-04-01 06:47:17,place-esquirol,90,overcast clouds,87,1018.0,6.39,5.1,2
2016-04-01 06:49:31,place-des-carmes,90,overcast clouds,87,1018.0,6.39,5.1,0
2016-04-01 06:49:57,place-esquirol,90,overcast clouds,87,1018.0,6.39,5.1,3
2016-04-01 06:50:03,place-jeanne-darc,90,overcast clouds,87,1018.0,6.39,5.1,12
2016-04-01 06:54:29,pomme,90,overcast clouds,87,1018.0,6.39,5.1,2
2016-04-01 06:54:36,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.39,5.1,4
2016-04-01 06:57:22,pomme,90,overcast clouds,87,1018.0,6.39,5.1,3
2016-04-01 06:59:35,place-des-carmes,90,overcast clouds,87,1018.0,6.39,5.1,0
2016-04-01 07:00:01,place-esquirol,90,overcast clouds,87,1018.0,6.39,5.1,3
2016-04-01 07:00:06,place-jeanne-darc,90,overcast clouds,87,1018.0,6.39,5.1,12
2016-04-01 07:04:40,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.39,5.1,4
2016-04-01 07:05:53,place-esquirol,90,overcast clouds,87,1018.0,6.39,5.1,3
2016-04-01 07:06:22,place-esquirol,90,overcast clouds,87,1018.0,6.39,5.1,2
2016-04-01 07:07:24,pomme,90,overcast clouds,87,1018.0,6.46,5.1,3
2016-04-01 07:10:10,place-jeanne-darc,90,overcast clouds,87,1018.0,6.46,5.1,12
2016-04-01 07:10:56,place-des-carmes,90,overcast clouds,87,1018.0,6.46,5.1,6
2016-04-01 07:12:51,place-esquirol,90,overcast clouds,87,1018.0,6.46,5.1,1
2016-04-01 07:14:06,place-esquirol,90,overcast clouds,87,1018.0,6.46,5.1,0
2016-04-01 07:14:43,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.46,5.1,4
2016-04-01 07:15:55,place-esquirol,90,overcast clouds,87,1018.0,6.46,5.1,1
2016-04-01 07:17:27,pomme,90,overcast clouds,87,1018.0,6.46,5.1,3
2016-04-01 07:20:14,place-jeanne-darc,90,overcast clouds,87,1018.0,6.46,5.1,12
2016-04-01 07:21:00,place-des-carmes,90,overcast clouds,87,1018.0,6.46,5.1,6
2016-04-01 07:23:32,place-jeanne-darc,90,overcast clouds,87,1018.0,6.46,5.1,13
2016-04-01 07:24:47,metro-canal-du-midi,90,overcast clouds,87,1018.0,6.46,5.1,4
2016-04-01 07:25:59,place-esquirol,90,overcast clouds,87,1018.0,6.46,5.1,1
2016-04-01 07:27:31,pomme,90,overcast clouds,87,1018.0,6.4,5.7,3
2016-04-01 07:31:04,place-des-carmes,90,overcast clouds,87,1018.0,6.4,5.7,6
